INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
6148	麻痹(NPC)	14	StdImpact014	1	14	-1	14	40	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6149	麻痹(NPC)	14	StdImpact014	1	14	-1	14	50	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6150	麻痹(NPC)	14	StdImpact014	1	14	-1	14	60	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6151	麻痹(NPC)	14	StdImpact014	1	14	-1	14	70	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6152	麻痹(NPC)	14	StdImpact014	1	14	-1	14	80	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6153	麻痹(NPC)	14	StdImpact014	1	14	-1	14	90	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6154	麻痹(NPC)	14	StdImpact014	1	14	-1	14	100	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6155	麻痹(NPC)	14	StdImpact014	1	14	-1	14	110	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6156	麻痹(NPC)	14	StdImpact014	1	14	-1	14	120	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6157	围困	14	StdImpact014	1	11	-1	11	10	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6158	围困	14	StdImpact014	1	11	-1	11	20	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6159	围困	14	StdImpact014	1	11	-1	11	30	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6160	围困	14	StdImpact014	1	11	-1	11	40	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6161	围困	14	StdImpact014	1	11	-1	11	50	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6162	围困	14	StdImpact014	1	11	-1	11	60	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6163	围困	14	StdImpact014	1	11	-1	11	70	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6164	围困	14	StdImpact014	1	11	-1	11	80	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6165	围困	14	StdImpact014	1	11	-1	11	90	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6166	围困	14	StdImpact014	1	11	-1	11	100	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6167	围困	14	StdImpact014	1	11	-1	11	110	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6168	围困	14	StdImpact014	1	11	-1	11	120	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6169	石化	14	StdImpact014	1	12	-1	12	10	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6170	石化	14	StdImpact014	1	12	-1	12	20	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6171	石化	14	StdImpact014	1	12	-1	12	30	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6172	石化	14	StdImpact014	1	12	-1	12	40	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6173	石化	14	StdImpact014	1	12	-1	12	50	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6174	石化	14	StdImpact014	1	12	-1	12	60	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6175	石化	14	StdImpact014	1	12	-1	12	70	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6176	石化	14	StdImpact014	1	12	-1	12	80	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6177	石化	14	StdImpact014	1	12	-1	12	90	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6178	石化	14	StdImpact014	1	12	-1	12	100	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6179	石化	14	StdImpact014	1	12	-1	12	110	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6180	石化	14	StdImpact014	1	12	-1	12	120	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
6181	失明	35	StdImpact035	1	17	-1	17	10	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6182	失明	35	StdImpact035	1	17	-1	17	20	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6183	失明	35	StdImpact035	1	17	-1	17	30	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6184	失明	35	StdImpact035	1	17	-1	17	40	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6185	失明	35	StdImpact035	1	17	-1	17	50	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6186	失明	35	StdImpact035	1	17	-1	17	60	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6187	失明	35	StdImpact035	1	17	-1	17	70	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6188	失明	35	StdImpact035	1	17	-1	17	80	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6189	失明	35	StdImpact035	1	17	-1	17	90	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6190	失明	35	StdImpact035	1	17	-1	17	100	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6191	失明	35	StdImpact035	1	17	-1	17	110	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6192	失明	35	StdImpact035	1	17	-1	17	120	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6193	恐惧	35	StdImpact035	1	18	-1	18	10	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6194	恐惧	35	StdImpact035	1	18	-1	18	20	-1	0	1	0	0	0	0	0	0	0	5500	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6195	恐惧	35	StdImpact035	1	18	-1	18	30	-1	0	1	0	0	0	0	0	0	0	6000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6196	恐惧	35	StdImpact035	1	18	-1	18	40	-1	0	1	0	0	0	0	0	0	0	6500	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6197	恐惧	35	StdImpact035	1	18	-1	18	50	-1	0	1	0	0	0	0	0	0	0	7000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
6198	恐惧	35	StdImpact035	1	18	-1	18	60	-1	0	1	0	0	0	0	0	0	0	7500	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
