INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																									
222	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30504094	1	-1	1	100		30504125	1	-1	1	100		30504126	1	-1	1	100		30504127	1	-1	1	100		30504128	1	-1	1	100		30309881	1	-1	1	100		30309888	1	-1	2000000	100																																																																																																																																																																																																																																																																																																												
223	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10155001	1	-1	3000000	100		10155003	1	-1	4500000	100		10155002	1	-1	6000000	100		10433320	1	-1	5000000	100		10433321	1	-1	5000000	100		10433322	1	-1	5000000	100		10433323	1	-1	5000000	100																																																																																																																																																																																																																																																																																																												
224	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501118	1	-1	1000	100		30501119	1	-1	1000	100		30501120	1	-1	1000	100		30501121	1	-1	1000	100		30501122	1	-1	1000	100		30501123	1	-1	1000	100		30501124	1	-1	1000	100		30501103	1	-1	5000	100		0	1	-1	5000	100																																																																																																																																																																																																																																																																																																
225	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308059	1	-1	1	100	#G	30308055	1	-1	1	100	#G																																																																																																																																																																																																																																																																																																																																									
226	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308060	1	-1	1	100	#G	30308066	1	-1	1	100	#G	30308067	1	-1	1	100		30308068	1	-1	1	100		30308069	1	-1	1	100		30308070	1	-1	1	100		30308071	1	-1	1	100		30308075	1	-1	1	100		30308076	1	-1	1	100		30308087	1	-1	1	100		30308088	1	-1	1	100		30308089	1	-1	1	100		30308090	1	-1	1	100		30308091	1	-1	1	100		30308092	1	-1	1	100		30308093	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																										
227	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308149	1	-1	1	100	#G	30308150	1	-1	1	100	#G	30308151	1	-1	1	100		30308152	1	-1	1	100		30308153	1	-1	1	100		30308154	1	-1	1	100		30308155	1	-1	1	100		30308156	1	-1	1	100		30308157	1	-1	1	100		30308087	1	-1	1	100		30308088	1	-1	1	100		30308089	1	-1	1	100		30308090	1	-1	1	100		30308091	1	-1	1	100		30308092	1	-1	1	100		30308093	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																										
228	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308101	1	-1	10000	100	#G	30308102	1	-1	10000	100	#G	30308103	1	-1	10000	100	#G	30308104	1	-1	10000	100	#G	30308105	1	-1	10000	100	#G	30308106	1	-1	10000	100	#G	30308107	1	-1	10000	100	#G	30308108	1	-1	10000	100	#G	30308109	1	-1	10000	100	#G	30308111	1	-1	10000	100	#G	30308112	1	-1	10000	100	#G	30308113	1	-1	10000	100	#G	30308114	1	-1	10000	100	#G	30308115	1	-1	10000	100	#G	30308116	1	-1	10000	100	#G	30308117	1	-1	10000	100	#G	30308118	1	-1	10000	100	#G	30308119	1	-1	10000	100	#G	30308121	1	-1	10000	100	#G	30308122	1	-1	10000	100	#G	30308123	1	-1	10000	100	#G	30308124	1	-1	10000	100		30308125	1	-1	10000	100	#G	30308126	1	-1	10000	100	#G	30308127	1	-1	10000	100	#G	30308128	1	-1	10000	100	#G	30308129	1	-1	10000	100	#G	30308131	1	-1	10000	100	#G	30308132	1	-1	10000	100	#G	30308133	1	-1	10000	100	#G	30308134	1	-1	10000	100	#G	30308135	1	-1	10000	100	#G	30308136	1	-1	10000	100	#G	30308137	1	-1	10000	100	#G	30308138	1	-1	10000	100	#G	30308139	1	-1	10000	100	#G	30308140	1	-1	10000	100	#G	30308141	1	-1	10000	100	#G	30308141	1	-1	10000	100	#G	30308142	1	-1	10000	100	#G	30308143	1	-1	10000	100	#G	30308144	1	-1	10000	100	#G	30308145	1	-1	10000	100	#G	30308146	1	-1	10000	100	#G	30308147	1	-1	10000	100	#G	30308148	1	-1	10000	100		0	1	-1	100	100																																																												
229	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503072	1	-1	150000	100	#G	30503073	1	-1	150000	100	#G	30503074	1	-1	150000	100	#G	30503075	1	-1	150000	100	#G	30503076	1	-1	150000	100	#G	30503077	1	-1	150000	100	#G	30503078	1	-1	150000	100	#G	30503079	1	-1	150000	100	#G	30503071	1	-1	150000	100	#G	30503082	1	-1	150000	100	#G	30503083	1	-1	150000	100	#G	30503084	1	-1	150000	100	#G	30503085	1	-1	150000	100	#G	30503086	1	-1	150000	100	#G	30503087	1	-1	150000	100	#G	30503088	1	-1	150000	100	#G	30503089	1	-1	150000	100	#G	30503090	1	-1	150000	100	#G	30308158	1	-1	100000	100	#G	30308159	1	-1	100000	100	#G	30308160	1	-1	100000	100	#G	30308161	1	-1	100000	100	#G	30308162	1	-1	100000	100	#G	30308163	1	-1	100000	100	#G	30308164	1	-1	100000	100	#G	30308165	1	-1	100000	100	#G	30308166	1	-1	100000	100	#G	30308167	1	-1	100000	100	#G	30308168	1	-1	100000	100	#G	30308169	1	-1	100000	100	#G	30308170	1	-1	100000	100	#G	30308171	1	-1	100000	100	#G	30308172	1	-1	100000	100	#G	30308173	1	-1	100000	100	#G	30308174	1	-1	100000	100	#G	30308175	1	-1	100000	100	#G	30308176	1	-1	100000	100	#G	30308177	1	-1	100000	100	#G	30308178	1	-1	100000	100	#G	30308179	1	-1	100000	100	#G	30308180	1	-1	100000	100	#G	30308181	1	-1	100000	100	#G	30308182	1	-1	100000	100		0	1	-1	100	100																																																																														
230	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308026	1	-1	150000	100	#G	30308027	1	-1	150000	100	#G	30308028	1	-1	150000	100	#G	30308029	1	-1	150000	100	#G	30308030	1	-1	150000	100	#G	30308031	1	-1	150000	100	#G	30308032	1	-1	150000	100	#G	30308033	1	-1	150000	100	#G	30308034	1	-1	150000	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																										
231	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10500009	1	-1	1	100		10510009	1	-1	1	100		10511009	1	-1	1	100		10512009	1	-1	1	100		10513009	1	-1	1	100		10514009	1	-1	1	100		10515009	1	-1	1	100		10520009	1	-1	1	100		10521009	1	-1	1	100		10522009	1	-1	1	100		10523009	1	-1	1	100		10552009	1	-1	1	100		10553009	1	-1	100000	100																																																																																																																																																																																																																																																																								
232	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10500019	1	-1	1	100		10510019	1	-1	1	100		10511019	1	-1	1	100		10512019	1	-1	1	100		10513019	1	-1	1	100		10514019	1	-1	1	100		10515019	1	-1	1	100		10520019	1	-1	1	100		10521019	1	-1	1	100		10522019	1	-1	1	100		10523019	1	-1	1	100		10552019	1	-1	1	100		10553019	1	-1	100000	100																																																																																																																																																																																																																																																																								
233	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10501009	1	-1	1	100		10510029	1	-1	1	100		10511029	1	-1	1	100		10512029	1	-1	1	100		10513029	1	-1	1	100		10514029	1	-1	1	100		10515029	1	-1	1	100		10520029	1	-1	1	100		10521029	1	-1	1	100		10522029	1	-1	1	100		10523029	1	-1	1	100		10552029	1	-1	1	100		10553029	1	-1	100000	100																																																																																																																																																																																																																																																																								
234	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10502009	1	-1	1	100		10510039	1	-1	1	100		10511039	1	-1	1	100		10512039	1	-1	1	100		10513039	1	-1	1	100		10514039	1	-1	1	100		10515039	1	-1	1	100		10520039	1	-1	1	100		10521039	1	-1	1	100		10522039	1	-1	1	100		10523039	1	-1	1	100		10552039	1	-1	1	100		10553039	1	-1	100000	100																																																																																																																																																																																																																																																																								
235	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10503009	1	-1	1	100		10510049	1	-1	1	100		10511049	1	-1	1	100		10512049	1	-1	1	100		10513049	1	-1	1	100		10514049	1	-1	1	100		10515049	1	-1	1	100		10520049	1	-1	1	100		10521049	1	-1	1	100		10522049	1	-1	1	100		10523049	1	-1	1	100		10552049	1	-1	1	100		10553049	1	-1	100000	100																																																																																																																																																																																																																																																																								
236	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10503019	1	-1	1	100		10510059	1	-1	1	100		10511059	1	-1	1	100		10512059	1	-1	1	100		10513059	1	-1	1	100		10514059	1	-1	1	100		10515059	1	-1	1	100		10520059	1	-1	1	100		10521059	1	-1	1	100		10522059	1	-1	1	100		10523059	1	-1	1	100		10552059	1	-1	1	100		10553059	1	-1	100000	100																																																																																																																																																																																																																																																																								
237	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10504009	1	-1	1	100		10510069	1	-1	1	100		10511069	1	-1	1	100		10512069	1	-1	1	100		10513069	1	-1	1	100		10514069	1	-1	1	100		10515069	1	-1	1	100		10520069	1	-1	1	100		10521069	1	-1	1	100		10522069	1	-1	1	100		10523069	1	-1	1	100		10552069	1	-1	1	100		10553069	1	-1	100000	100																																																																																																																																																																																																																																																																								
238	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10504019	1	-1	1	100		10510079	1	-1	1	100		10511079	1	-1	1	100		10512079	1	-1	1	100		10513079	1	-1	1	100		10514079	1	-1	1	100		10515079	1	-1	1	100		10520079	1	-1	1	100		10521079	1	-1	1	100		10522079	1	-1	1	100		10523079	1	-1	1	100		10552079	1	-1	1	100		10553079	1	-1	100000	100																																																																																																																																																																																																																																																																								
239	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10505009	1	-1	1	100		10510089	1	-1	1	100		10511089	1	-1	1	100		10512089	1	-1	1	100		10513089	1	-1	1	100		10514089	1	-1	1	100		10515089	1	-1	1	100		10520089	1	-1	1	100		10521089	1	-1	1	100		10522089	1	-1	1	100		10523089	1	-1	1	100		10552089	1	-1	1	100		10553089	1	-1	100000	100																																																																																																																																																																																																																																																																								
240	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503034	1	-1	1	100	#G	30503035	1	-1	1	100	#G	30503036	1	-1	1	100	#G	30503037	1	-1	1	100	#G	30503038	1	-1	1	100		30503039	1	-1	1	100		30503040	1	-1	1	100		30503041	1	-1	1	100		30503042	1	-1	1	100		30503043	1	-1	1	100		30503044	1	-1	1	100		30503045	1	-1	1	100		30503046	1	-1	1	100		30503047	1	-1	1	100		30503048	1	-1	1	100		30503049	1	-1	1	100		30503050	1	-1	1	100		30503051	1	-1	1	100		30503052	1	-1	1	100		30503053	1	-1	1	100		30503054	1	-1	1	100		30503055	1	-1	1	100		30503056	1	-1	1	100		30503057	1	-1	1	100		30503058	1	-1	1	100		30503059	1	-1	1	100		30503060	1	-1	1	100		30503061	1	-1	1	100		30503062	1	-1	1	100		30503063	1	-1	1	100		30503064	1	-1	1	100		30503065	1	-1	1	100		30503066	1	-1	1	100		30503067	1	-1	1	100		30503068	1	-1	1	100		30503069	1	-1	1	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
#241，坐骑，242骑术,243珍兽，146，武功秘籍1,244武功秘籍2,245新品上架，246时装,247热卖商品,248废弃,249节日烟花,250慕容套装,252进阶武功,253神兵利器																																																																																																																																																																																																																																																																																																																																																																													
241	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	10453388	1	-1	1	100		10453389	1	-1	1	100		10453390	1	-1	1	100		10453391	1	-1	1	100		10453392	1	-1	1	100		10453393	1	-1	1	100		10453394	1	-1	1	100		10453395	1	-1	1	100		10453396	1	-1	1	100		10453397	1	-1	1	100		10453398	1	-1	1	100		10453399	1	-1	1	100		10453400	1	-1	1	100		10453401	1	-1	1	100		10453402	1	-1	1	100		10453403	1	-1	1	100		10453404	1	-1	1	100		10453405	1	-1	1	100		10453406	1	-1	1	100		10453407	1	-1	1	100		10453408	1	-1	1	100		10453409	1	-1	1	100		10453410	1	-1	1	100		10453411	1	-1	1	100		10453412	1	-1	1	100		10453413	1	-1	1	100		10453414	1	-1	1	100		10453415	1	-1	1	100		10453416	1	-1	1	100		10453417	1	-1	1	100		10453418	1	-1	1	100		10453419	1	-1	1	100		10453420	1	-1	1	100		10453421	1	-1	1	100		10453422	1	-1	1	100		10453423	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	100	100																																																																								
242	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	10453424	1	-1	1	100		10453425	1	-1	1	100		10453426	1	-1	1	100		10453427	1	-1	1	100		10453428	1	-1	1	100		10453429	1	-1	1	100		10453430	1	-1	1	100		10453431	1	-1	1	100		10453432	1	-1	1	100		10453433	1	-1	1	100		10453434	1	-1	1	100		10453435	1	-1	1	100		10453436	1	-1	1	100		10453437	1	-1	1	100		10453438	1	-1	1	100		10453439	1	-1	1	100		10453440	1	-1	1	100		10453441	1	-1	1	100		10453442	1	-1	1	100		10453443	1	-1	1	100		10453444	1	-1	1	100		10453445	-1	-1	1	100		10453446	1	-1	1	100		10453447	1	-1	1	100		10453448	1	-1	1	100		10453523	1	-1	1	100		10453524	1	-1	1	100		10453525	1	-1	1	100		10453526	1	-1	1	100		10453527	1	-1	1	100		10453528	1	-1	1	100		10453529	1	-1	1	100		10453530	1	-1	1	100		10453531	1	-1	1	100		10453532	1	-1	1	100		10453533	1	-1	1	100		10453534	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
243	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	10453449	1	-1	1000000	100		10453450	1	-1	1000000	100		10453451	1	-1	1000000	100		10453452	1	-1	1000000	100		10453453	1	-1	1000000	100		10453454	1	-1	1000000	100		10453455	1	-1	1000000	100		10453456	1	-1	1000000	100		10453457	1	-1	1000000	100		10453458	1	-1	1000000	100		10453459	1	-1	1000000	100		10453460	1	-1	1000000	100		10453461	1	-1	1000000	100		10453462	1	-1	1000000	100		10453463	1	-1	1000000	100		10453464	1	-1	1000000	100		10453465	1	-1	1000000	100		10453466	1	-1	1000000	100		10453467	1	-1	1000000	100		10453468	1	-1	1000000	100		10453469	1	-1	1000000	100		10453470	-1	-1	1000000	100		10453471	1	-1	1000000	100		10453472	1	-1	1000000	100		10453473	1	-1	1000000	100		10453474	1	-1	1000000	100		10453475	1	-1	1000000	100		10453476	1	-1	1000000	100		10453477	1	-1	1000000	100		10453478	1	-1	1000000	100		10453479	1	-1	1000000	100		10453480	1	-1	1000000	100		10453481	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	1000000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
244	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	10453482	1	-1	1000000	100		10453483	1	-1	1000000	100		10453484	1	-1	1000000	100		10453485	1	-1	1000000	100		10453486	1	-1	1000000	100		10453487	1	-1	1000000	100		10453488	1	-1	1000000	100		10453489	1	-1	1000000	100		10453490	1	-1	1000000	100		10453491	1	-1	1000000	100		10453492	1	-1	1000000	100		10453493	1	-1	1000000	100		10453494	1	-1	1000000	100		10453495	1	-1	1000000	100		10453496	1	-1	1000000	100		10453497	1	-1	1000000	100		10453498	1	-1	1000000	100		10453499	1	-1	1000000	100		10453500	1	-1	1000000	100		10453501	1	-1	1000000	100		10453502	1	-1	1000000	100		10453503	-1	-1	1000000	100		10453504	1	-1	1000000	100		10453505	1	-1	1000000	100		10453506	1	-1	1000000	100		10453507	1	-1	1000000	100		10453508	1	-1	1000000	100		10453509	1	-1	1000000	100		10453510	1	-1	1000000	100		10453511	1	-1	1000000	100		10453512	1	-1	1000000	100		10453513	1	-1	1000000	100		10453514	1	-1	1000000	100		10453515	1	-1	1000000	100		10453516	1	-1	1000000	100		10453517	1	-1	1000000	100		10453518	1	-1	1000000	100		10453519	1	-1	1000000	100		10453520	1	-1	1000000	100		10453521	1	-1	1000000	100		10453522	1	-1	1000000	100		10453535	1	-1	1000000	100		10453536	1	-1	1000000	100		10453537	1	-1	1000000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
245	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30402101	1	-1	100000	100	#G	30402103	1	-1	100000	100	#G	30402105	1	-1	100000	100	#G	30402107	1	-1	100000	100	#G	30402117	1	-1	100000	100	#G	30402119	1	-1	100000	100	#G	30503070	1	-1	5	100	#G	30503071	1	-1	25	100	#G	30503072	1	-1	125	100	#G	30503073	1	-1	625	100	#G	30503074	1	-1	3125	100	#G	30503075	1	-1	15625	100	#G	30503076	1	-1	78125	100	#G	30503077	1	-1	390625	100	#G	30503078	1	-1	1953125	100	#G	30503079	1	-1	5	100	#G	30503080	1	-1	25	100		30503081	1	-1	125	100		30503082	1	-1	625	100		30503083	1	-1	3125	100		30503084	1	-1	15625	100		30503085	1	-1	78125	100		30503086	1	-1	390625	100		30503087	1	-1	1953125	100		30503088	1	-1	5	100		30503089	1	-1	25	100		30503090	1	-1	125	100		30503091	1	-1	625	100		30503092	1	-1	3125	100		30503093	1	-1	15625	100		30503094	1	-1	78125	100		30503095	1	-1	390625	100		30503096	1	-1	1953125	100		0	1	-1	5	100		30503062	1	-1	25	100		30503063	1	-1	125	100		30503064	1	-1	625	100		30503065	1	-1	3125	100		30503066	1	-1	15625	100		30503067	1	-1	78125	100		30503068	1	-1	390625	100		30503069	1	-1	1953125	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100						
246	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	10124322	1	-1	3000000	100	#G	10124323	1	-1	3000000	100	#G	10124324	1	-1	3000000	100	#G	10124325	1	-1	3000000	100	#G	10124326	1	-1	3000000	100	#G	10124327	1	-1	3000000	100	#G	10124328	1	-1	3000000	100	#G	10124329	1	-1	3000000	100	#G	10124330	1	-1	3000000	100	#G	10124331	1	-1	3000000	100	#G	10124335	1	-1	1500000	100	#G	10124317	1	-1	1500000	100	#G	10124290	1	-1	1500000	100	#G	10124294	1	-1	1500000	100	#G	10124285	1	-1	1500000	100	#G	10124239	1	-1	1500000	100	#G	10124234	1	-1	1500000	100	#G	10124501	1	-1	1500000	100	#G	10124511	1	-1	1500000	100	#G	10124521	1	-1	1500000	100	#G	10124531	1	-1	1500000	100	#G	10124541	1	-1	1500000	100	#G	10124551	1	-1	1500000	100	#G	10124183	1	-1	1500000	100	#G	10124184	1	-1	1500000	100	#G	10124185	1	-1	1500000	100	#G	10124186	1	-1	1500000	100	#G	10124187	1	-1	1500000	100	#G	10124188	1	-1	1500000	100	#G	10124189	1	-1	1500000	100	#G	10124190	1	-1	1500000	100	#G	10124191	1	-1	1500000	100	#G																																																																																																																																																					
247	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505107	1	-1	200000	100	#G	30008030	1	-1	1000	100	#G	30008018	1	-1	1000	100	#G	30900016	1	-1	50000	100	#G	30501170	1	-1	100000	100	#G	39901038	1	-1	1500000	100	#G	20310020	1	-1	100000	100	#G	30900057	1	-1	398	100	#G	30900034	1	-1	1850	100		39910001	1	-1	10000	100	#G	39910002	1	-1	30000	100	#G	39910003	1	-1	50000	100	#G	39910004	1	-1	100000	100	#G	20310181	1	-1	100000	100	#G	20310182	1	-1	100000	100	#G	20310183	1	-1	100000	100	#G																																																																																																																																																																																																																																																					
248	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505706	1	-1	10000000	100		30505806	1	-1	200000	100		30501173	1	-1	50000	100		30302527	1	-1	5800000	100		30302528	1	-1	5800000	100		30302529	1	-1	5800000	100		30302530	1	-1	5800000	100		30302531	1	-1	5800000	100		30302532	1	-1	5800000	100		10300001	1	-1	1	100		10300002	1	-1	1	100		10300003	1	-1	1	100		10300004	1	-1	1	100		10300005	1	-1	1	100		10302001	1	-1	1	100		10302002	1	-1	1	100		10302003	1	-1	1	100		10302004	1	-1	1	100		10302005	1	-1	1	100		10304001	1	-1	1	100		10304002	1	-1	1	100		10304003	1	-1	1	100		10304004	1	-1	1	100		10304005	1	-1	1	100		10305001	1	-1	1	100		10305002	1	-1	1	100		10305003	1	-1	1	100		10305004	1	-1	1	100		10305005	1	-1	1	100		10300100	1	-1	100000	100		10300101	1	-1	100000	100		10300102	1	-1	100000	100		10301100	1	-1	100000	100		10301101	1	-1	100000	100		10301102	1	-1	100000	100		10301200	1	-1	100000	100		10301201	1	-1	100000	100		10301202	1	-1	100000	100		10302100	1	-1	100000	100		10302101	1	-1	100000	100		10302102	1	-1	100000	100		10303100	1	-1	100000	100		10303101	1	-1	100000	100		10303102	1	-1	100000	100		10303200	1	-1	100000	100		10303201	1	-1	100000	100		10303202	1	-1	100000	100		10304100	1	-1	100000	100		10304101	1	-1	100000	100		10304102	1	-1	100000	100																																										
