INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
183	1600	9628	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	9075	385671	50749	1157015	50749	1157015	13596	578507	13596	578507	50749	1157015	54352	1542687	54352	1542687	54352	1542687	54352	1542687	54352	1542687	54352	1542687	54352	1542687	54352	1542687	54352	1542687
184	1600	9628	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	9192	385671	51402	1157015	51402	1157015	13771	578507	13771	578507	51402	1157015	55051	1542687	55051	1542687	55051	1542687	55051	1542687	55051	1542687	55051	1542687	55051	1542687	55051	1542687	55051	1542687
185	1600	9628	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	9309	385671	52055	1157015	52055	1157015	13946	578507	13946	578507	52055	1157015	55750	1542687	55750	1542687	55750	1542687	55750	1542687	55750	1542687	55750	1542687	55750	1542687	55750	1542687	55750	1542687
186	1600	9628	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	9426	385671	52708	1157015	52708	1157015	14121	578507	14121	578507	52708	1157015	56449	1542687	56449	1542687	56449	1542687	56449	1542687	56449	1542687	56449	1542687	56449	1542687	56449	1542687	56449	1542687
187	1600	9628	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	9543	385671	53361	1157015	53361	1157015	14296	578507	14296	578507	53361	1157015	57148	1542687	57148	1542687	57148	1542687	57148	1542687	57148	1542687	57148	1542687	57148	1542687	57148	1542687	57148	1542687
188	1600	9628	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	9660	385671	54014	1157015	54014	1157015	14471	578507	14471	578507	54014	1157015	57847	1542687	57847	1542687	57847	1542687	57847	1542687	57847	1542687	57847	1542687	57847	1542687	57847	1542687	57847	1542687
189	1600	9628	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	9777	385671	54667	1157015	54667	1157015	14646	578507	14646	578507	54667	1157015	58546	1542687	58546	1542687	58546	1542687	58546	1542687	58546	1542687	58546	1542687	58546	1542687	58546	1542687	58546	1542687
190	1600	9628	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	9894	385671	55320	1157015	55320	1157015	14821	578507	14821	578507	55320	1157015	59245	1542687	59245	1542687	59245	1542687	59245	1542687	59245	1542687	59245	1542687	59245	1542687	59245	1542687	59245	1542687
191	1600	9628	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	10011	385671	55973	1157015	55973	1157015	14996	578507	14996	578507	55973	1157015	59944	1542687	59944	1542687	59944	1542687	59944	1542687	59944	1542687	59944	1542687	59944	1542687	59944	1542687	59944	1542687
192	1600	9628	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	10128	385671	56626	1157015	56626	1157015	15171	578507	15171	578507	56626	1157015	60643	1542687	60643	1542687	60643	1542687	60643	1542687	60643	1542687	60643	1542687	60643	1542687	60643	1542687	60643	1542687
193	1600	9628	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687
194	1600	9628	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687
195	1600	9628	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687
196	1600	9628	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687
197	1600	9628	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687
198	1600	9628	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687
199	1600	9628	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687
200	1600	9628	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687
201	1600	9628	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687
202	1600	9628	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687
203	1600	9628	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687
